subject_q,url,url_underscore,qualifier_property,qualifier_value,qualifier_value_p31,qualifier_value_p31_label
Q126472997,https://catalogue.nli.ie/Record/vtls000577046,https:__catalogue.nli.ie_Record_vtls000577046,media legend,Tobar na-Coille- at Ballygorey,,
Q126472997,https://catalogue.nli.ie/Record/vtls000577046,https:__catalogue.nli.ie_Record_vtls000577046,point in time,1944-01-01T00:00:00Z,,
