Q,image_url,commons_file_url
Q126456441,http://commons.wikimedia.org/wiki/Special:FilePath/Inistioge%20Saint%20Columbkille%27s%20Well.png,https://commons.wikimedia.org/wiki/File:Inistioge_Saint_Columbkille%27s_Well.png
