subject_q,subject,object_q,object,instance_of_q,instance_of,object-point,object-coords
Q126456441,Columbkille's Well,Q134511675,Coum,Q47521,stream,Point(-7.08077 52.48394),"52°29'2.184""N, 7°4'50.772""W"
